[   -1.183,   -0.035,   48.315,   -3.675,    2.963,   -6.345,    2.985,]    #combo:  612 #block: 1000 ratio:0.612
[   -1.067,   -0.208,   49.004,   -5.938,    0.610,   -6.494,    9.162,]    #combo:  576 #block: 1000 ratio:0.576
[   -1.250,   -0.086,   37.247,   -3.717,    5.137,   -9.770,    9.162,]    #combo:  593 #block: 1000 ratio:0.593
[   -0.948,   -0.216,   65.922,   -3.018,    2.347,  -10.557,    9.198,]    #combo:  596 #block: 1000 ratio:0.596
[   -1.201,   -0.086,   44.212,   -2.272,    8.445,   -6.898,    8.506,]    #combo:  450 #block:  803 ratio:0.560
[   -1.712,   -0.086,   37.247,   -3.717,    5.085,   -6.070,    1.846,]    #combo:  674 #block: 1000 ratio:0.674
[   -0.614,   -0.197,   47.202,   -2.810,    2.563,   -6.860,    2.676,]    #combo:  588 #block: 1000 ratio:0.588
[   -1.501,   -0.063,   48.415,   -5.938,    0.610,   -9.770,    9.162,]    #combo:  595 #block: 1000 ratio:0.595
[   -1.067,   -0.086,   64.941,   -5.004,    5.457,   -6.898,    1.420,]    #combo:  289 #block:  539 ratio:0.536
[   -1.250,   -0.026,   44.212,   -4.510,    2.692,  -10.557,    0.976,]    #combo:  619 #block: 1000 ratio:0.619
[   -0.614,   -0.117,   48.315,   -3.675,    2.699,   -6.860,    2.985,]    #combo:  620 #block: 1000 ratio:0.620
[   -1.067,   -0.029,   64.941,   -6.209,    5.457,  -10.227,    9.812,]    #combo:  641 #block: 1000 ratio:0.641
[   -1.312,   -0.448,   47.234,   -2.587,    5.457,   -6.898,    9.955,]    #combo:  120 #block:  247 ratio:0.486
[   -1.067,   -0.117,   47.234,   -2.587,    8.445,   -6.898,    8.506,]    #combo:  593 #block: 1000 ratio:0.593
[   -1.505,   -0.035,   43.175,   -2.587,    2.347,   -6.898,    8.506,]    #combo:  644 #block: 1000 ratio:0.644
[   -1.492,   -0.026,   35.554,   -4.510,    5.137,   -1.680,    1.019,]    #combo:  269 #block:  503 ratio:0.535
[   -1.505,   -0.211,   46.894,   -5.938,    2.946,   -9.770,    8.506,]    #combo:  391 #block:  662 ratio:0.591
[   -1.505,   -0.035,   44.212,   -3.675,    9.294,   -6.345,    2.985,]    #combo:  586 #block: 1000 ratio:0.586
[   -1.312,   -0.086,   64.941,   -2.277,    5.457,   -7.843,    1.420,]    #combo:  639 #block: 1000 ratio:0.639
[   -1.505,   -0.023,   47.234,   -1.873,    2.347,   -6.860,    1.420,]    #combo:  602 #block: 1000 ratio:0.602
[   -1.505,   -0.023,   37.247,   -2.454,    2.080,   -6.886,    1.791,]    #combo:  590 #block: 1000 ratio:0.590
[   -1.505,   -0.035,   43.175,   -5.938,    2.347,   -9.770,    1.420,]    #combo:  617 #block: 1000 ratio:0.617
[   -1.209,   -0.035,   58.109,   -6.200,    5.794,  -11.005,    9.198,]    #combo:  638 #block: 1000 ratio:0.638
[   -1.250,   -3.756,   44.212,   -5.526,    5.459,   -9.762,    9.198,]    #combo:  526 #block:  973 ratio:0.541
[   -1.183,   -0.035,   44.212,   -3.675,    2.963,   -6.345,    2.985,]    #combo:  596 #block: 1000 ratio:0.596
[   -1.201,   -0.127,   44.212,   -3.534,    8.829,   -6.898,    8.977,]    #combo:  592 #block: 1000 ratio:0.592
[   -0.614,   -0.117,   47.234,   -2.338,    2.563,   -6.860,    2.880,]    #combo:  580 #block: 1000 ratio:0.580
[   -1.067,   -0.063,   37.247,   -3.675,    4.860,   -9.770,    2.985,]    #combo:  613 #block: 1000 ratio:0.613
[   -0.948,   -0.216,   65.138,   -6.200,    2.347,  -11.005,    9.198,]    #combo:  595 #block: 1000 ratio:0.595
[   -0.957,   -0.216,   56.937,   -3.084,    2.347,  -10.557,    9.198,]    #combo:   33 #block:  103 ratio:0.320
[   -1.237,   -0.249,   47.234,   -1.873,    5.457,   -9.136,    3.443,]    #combo:  597 #block: 1000 ratio:0.597
[   -1.250,   -0.117,   44.212,   -4.510,    2.563,   -7.207,    2.880,]    #combo:  658 #block: 1000 ratio:0.658
[   -0.880,   -0.063,   46.519,   -1.503,    5.137,   -9.770,    1.846,]    #combo:  631 #block: 1000 ratio:0.631
[   -0.614,   -0.035,   44.212,   -3.675,    2.466,   -6.860,    2.985,]    #combo:  629 #block: 1000 ratio:0.629
[   -1.505,   -0.629,   45.600,   -3.675,    2.807,   -6.727,    9.829,]    #combo:  352 #block:  565 ratio:0.623
[   -1.209,   -0.035,   58.109,   -6.200,    1.026,  -11.005,    6.777,]    #combo:  614 #block: 1000 ratio:0.614
[   -1.250,   -0.086,   44.212,   -5.526,    5.717,   -9.762,    9.062,]    #combo:  629 #block: 1000 ratio:0.629
[   -0.614,   -0.197,   47.202,   -2.810,    5.457,  -10.227,    2.676,]    #combo:  202 #block:  411 ratio:0.491
[   -1.201,   -0.011,   48.006,   -3.534,    8.445,   -6.898,    8.506,]    #combo:  633 #block: 1000 ratio:0.633
[   -1.505,   -0.117,   47.234,   -3.675,    9.294,   -6.345,    6.508,]    #combo:  600 #block: 1000 ratio:0.600
[   -1.492,   -0.026,   35.554,   -5.938,    5.137,  -10.557,    0.976,]    #combo:  572 #block: 1000 ratio:0.572
[   -1.067,   -0.086,   37.247,   -3.675,    5.457,   -6.345,    2.985,]    #combo:  552 #block: 1000 ratio:0.552
[   -0.614,   -0.029,   65.253,   -2.810,    2.563,  -10.227,    9.812,]    #combo:  667 #block: 1000 ratio:0.667
