[   -3.469,   -0.086,   35.503,   -3.211,    3.007,   -2.412,    8.268,]    #combo:  480 #block:  862 ratio:0.557
[   -1.250,   -0.086,   36.670,   -2.800,    9.529,   -6.849,    0.943,]    #combo:  627 #block: 1000 ratio:0.627
[   -1.487,   -0.030,   35.554,   -2.800,    5.457,   -3.698,    1.115,]    #combo:  572 #block: 1000 ratio:0.572
[   -3.203,   -0.086,   35.554,   -1.797,    9.832,   -2.412,    8.268,]    #combo:  204 #block:  400 ratio:0.510
[   -7.347,   -0.030,   35.554,   -2.800,    5.457,   -4.042,    5.490,]    #combo:  470 #block:  861 ratio:0.546
[   -3.469,   -0.154,   35.503,   -3.211,    5.457,   -6.849,    8.268,]    #combo:  610 #block: 1000 ratio:0.610
[   -2.559,   -0.035,   36.752,   -1.635,    5.457,   -6.849,    8.945,]    #combo:  573 #block: 1000 ratio:0.573
[   -3.616,   -0.030,   36.976,   -1.997,    9.426,   -6.849,    1.115,]    #combo:  538 #block: 1000 ratio:0.538
[   -6.666,   -0.131,   44.212,   -5.523,    8.413,   -6.849,    2.172,]    #combo:  490 #block:  839 ratio:0.584
[   -2.832,   -0.086,   36.670,   -4.267,    3.007,   -6.849,    1.115,]    #combo:  614 #block: 1000 ratio:0.614
[   -1.040,   -0.131,   34.817,   -2.800,    1.086,   -7.221,    2.366,]    #combo:  607 #block: 1000 ratio:0.607
[   -2.559,   -0.030,   36.976,   -1.731,    5.457,   -6.849,    1.115,]    #combo:  239 #block:  435 ratio:0.549
[   -3.266,   -0.086,   35.554,   -2.792,    5.521,   -3.698,    1.115,]    #combo:  490 #block:  888 ratio:0.552
[   -2.559,   -0.131,   36.976,   -1.731,    5.457,   -6.849,    8.945,]    #combo:  412 #block:  739 ratio:0.558
[   -9.532,   -0.151,   44.212,   -5.526,    8.413,   -6.849,    2.172,]    #combo:  554 #block: 1000 ratio:0.554
[   -7.347,   -0.030,   35.554,   -2.800,    5.457,   -6.849,    5.490,]    #combo:  540 #block: 1000 ratio:0.540
[   -1.250,   -0.131,   34.817,   -2.800,    0.644,   -7.466,    2.092,]    #combo:  610 #block: 1000 ratio:0.610
[   -2.825,   -0.086,   35.554,   -2.892,    5.457,   -6.849,    0.993,]    #combo:   67 #block:  175 ratio:0.383
[   -3.981,   -0.086,   68.445,   -1.997,    5.650,   -6.849,    9.078,]    #combo:  685 #block: 1000 ratio:0.685
[   -3.266,   -0.086,   35.554,   -2.800,    5.521,   -6.762,    1.115,]    #combo:  579 #block: 1000 ratio:0.579
[   -0.996,   -0.049,   34.004,   -2.800,    9.529,   -6.588,    0.943,]    #combo:  555 #block: 1000 ratio:0.555
[   -3.981,   -0.086,   68.445,   -2.340,    5.457,   -6.660,    9.519,]    #combo:  595 #block: 1000 ratio:0.595
[   -2.832,   -0.441,   36.670,   -4.267,    5.589,   -4.295,    8.002,]    #combo:  231 #block:  401 ratio:0.576
[   -2.411,   -0.030,   67.168,   -2.478,    5.717,   -9.590,    0.753,]    #combo:  594 #block: 1000 ratio:0.594
[   -3.981,   -0.086,   38.437,   -1.997,    5.457,   -6.849,    9.078,]    #combo:  551 #block: 1000 ratio:0.551
[   -2.559,   -0.131,   36.145,   -1.635,    4.974,   -6.849,    8.945,]    #combo:  173 #block:  336 ratio:0.515
[   -5.986,   -0.086,   35.554,   -1.797,    9.832,   -6.601,    2.206,]    #combo:  559 #block: 1000 ratio:0.559
[   -3.616,   -0.030,   35.503,   -3.211,    3.007,   -2.412,    8.268,]    #combo:  369 #block:  659 ratio:0.560
[   -7.750,   -0.441,   36.474,   -4.267,    5.457,   -6.849,    1.115,]    #combo:  284 #block:  542 ratio:0.524
[   -1.040,   -0.131,   55.014,   -3.701,    0.644,   -6.601,    2.206,]    #combo:  580 #block: 1000 ratio:0.580
[   -3.616,   -0.086,   36.670,   -1.997,    9.426,   -9.590,    9.078,]    #combo:  191 #block:  373 ratio:0.512
