[   -1.250,   -0.086,   43.679,   -2.587,    2.745,   -7.324,    9.812,]    #combo:  567 #block: 1000 ratio:0.567
[   -2.113,   -0.015,   44.212,   -2.800,    2.714,   -6.849,    9.078,]    #combo:  580 #block: 1000 ratio:0.580
[   -1.165,   -0.035,   67.960,   -5.938,    8.413,   -7.329,    8.945,]    #combo:  589 #block: 1000 ratio:0.589
[   -1.183,   -0.035,   44.212,   -5.111,    8.757,   -2.106,    8.945,]    #combo:  611 #block: 1000 ratio:0.611
[   -0.399,   -0.086,   43.679,   -3.895,    9.393,   -9.770,    8.583,]    #combo:  596 #block: 1000 ratio:0.596
[   -1.250,   -0.086,   35.554,   -3.675,    2.745,   -9.770,    2.092,]    #combo:  584 #block: 1000 ratio:0.584
[   -3.391,   -0.544,   42.766,   -2.345,    5.337,   -6.849,    2.782,]    #combo:  613 #block: 1000 ratio:0.613
[   -1.312,   -0.131,   67.960,   -5.334,    9.229,   -7.866,    1.268,]    #combo:  615 #block: 1000 ratio:0.615
[   -1.250,   -0.086,   35.554,   -3.675,    9.393,   -6.345,    2.985,]    #combo:  594 #block: 1000 ratio:0.594
[   -1.250,   -0.086,   43.679,   -3.675,    9.393,   -6.408,    2.985,]    #combo:  446 #block:  838 ratio:0.532
[   -1.250,   -0.035,   44.212,   -5.526,    9.393,   -7.075,    0.943,]    #combo:  640 #block: 1000 ratio:0.640
[   -1.067,   -0.086,   35.554,   -6.209,    9.229,   -7.505,    3.052,]    #combo:  606 #block: 1000 ratio:0.606
[   -1.503,   -0.174,   68.857,   -5.526,    8.413,   -6.907,    0.943,]    #combo:   88 #block:  191 ratio:0.461
[   -1.067,   -0.086,   37.247,   -3.675,    5.457,   -9.770,    9.078,]    #combo:  618 #block: 1000 ratio:0.618
[   -1.312,   -0.131,   43.679,   -5.334,    9.685,   -7.207,    2.985,]    #combo:  597 #block: 1000 ratio:0.597
[   -3.546,   -0.358,   42.766,   -3.675,    9.393,   -6.849,    2.782,]    #combo:  555 #block: 1000 ratio:0.555
[   -0.948,   -0.029,   65.922,   -3.018,    2.347,  -10.557,    9.198,]    #combo:  649 #block: 1000 ratio:0.649
[   -1.326,   -0.035,   67.960,   -5.983,    9.393,   -6.849,    0.624,]    #combo:  639 #block: 1000 ratio:0.639
[   -1.250,   -0.252,   44.212,   -2.800,    4.724,   -6.849,    9.812,]    #combo:  616 #block: 1000 ratio:0.616
[   -1.250,   -0.086,   43.679,   -2.742,    9.393,   -9.770,    8.583,]    #combo:  349 #block:  618 ratio:0.565
[   -0.948,   -0.142,   65.922,   -5.291,    5.717,   -7.885,    9.198,]    #combo:  127 #block:  248 ratio:0.512
[   -9.532,   -0.086,   44.212,   -5.526,    8.413,   -6.849,    0.943,]    #combo:   14 #block:   70 ratio:0.200
