[   -7.154,   -0.096,    2.466,   30.793,  -10.701,    6.446,   -6.091,    0.568,]    #combo: 1157 #block: 1999 ratio:0.579
[   -9.056,   -0.523,    5.545,   34.793,   -3.577,    6.446,   -6.091,    3.491,]    #combo: 1146 #block: 1999 ratio:0.573
[   -6.366,   -0.523,    2.344,   40.165,   -0.598,    7.150,   -4.112,    3.491,]    #combo:  124 #block:  283 ratio:0.438
[   -6.609,   -0.249,    0.113,   40.033,   -1.478,    8.659,   -3.736,    4.646,]    #combo:  790 #block: 1528 ratio:0.517
[   -6.819,   -0.463,    8.205,   40.033,   -9.947,    7.245,   -6.091,    4.138,]    #combo:  132 #block:  339 ratio:0.389
[   -6.819,   -0.096,    8.205,   40.033,   -0.858,    7.150,   -6.506,    4.646,]    #combo: 1147 #block: 1999 ratio:0.574
[   -6.819,   -0.523,    2.344,   34.793,   -1.174,    6.446,   -6.506,    8.148,]    #combo:  380 #block:  722 ratio:0.526
[   -6.819,   -0.463,    5.599,   40.033,   -1.478,    7.095,   -6.506,    1.943,]    #combo:  181 #block:  401 ratio:0.451
[   -6.609,   -0.523,    2.344,   34.793,   -0.785,    6.446,   -3.720,    3.491,]    #combo:  706 #block: 1292 ratio:0.546
[   -9.035,   -0.523,    2.344,   34.793,   -0.785,    6.446,   -1.606,    2.862,]    #combo: 1058 #block: 1999 ratio:0.529
[   -6.819,   -0.093,    8.205,   40.033,   -4.091,    4.043,   -6.501,    7.838,]    #combo:  166 #block:  341 ratio:0.487
[   -9.710,   -0.096,    2.466,   46.280,  -10.069,    7.150,   -6.091,    0.568,]    #combo: 1165 #block: 1999 ratio:0.583
[   -9.056,   -0.096,    5.545,   32.123,   -1.478,    6.446,   -6.091,    0.480,]    #combo: 1172 #block: 1999 ratio:0.586
[   -7.074,   -0.249,    2.047,   40.021,   -0.858,    5.331,   -5.744,    4.646,]    #combo: 1162 #block: 1999 ratio:0.581
[   -6.425,   -0.561,    5.545,   66.700,   -1.478,    8.659,   -3.720,    3.491,]    #combo: 1137 #block: 1999 ratio:0.569
[   -6.853,   -0.523,    2.344,   34.793,   -1.267,    6.446,   -1.750,    3.076,]    #combo: 1129 #block: 1999 ratio:0.565
[   -6.819,   -0.228,    5.162,   41.523,   -1.195,    3.876,   -6.739,    7.807,]    #combo:  149 #block:  278 ratio:0.536
[   -6.425,   -1.231,    5.545,   40.225,   -3.229,    8.659,   -9.427,    2.285,]    #combo:  434 #block:  828 ratio:0.524
[   -7.154,   -0.249,    2.092,   31.155,  -11.513,    5.331,   -6.091,    0.886,]    #combo:  128 #block:  268 ratio:0.478
[   -6.353,   -0.228,    3.437,   39.707,   -0.785,    4.043,   -6.501,    2.862,]    #combo:  304 #block:  618 ratio:0.492
[   -9.710,   -0.096,    8.205,   46.280,   -4.657,    4.134,   -6.091,    0.568,]    #combo: 1082 #block: 1999 ratio:0.541
[   -6.945,   -0.501,    8.205,   45.543,   -6.317,    8.292,   -6.506,    4.138,]    #combo:  469 #block:  878 ratio:0.534
[   -6.609,   -0.249,    8.205,   40.033,   -1.478,    8.659,   -6.501,    4.138,]    #combo: 1181 #block: 1999 ratio:0.591
[   -6.425,   -0.463,    5.545,   66.700,   -3.577,    8.292,   -3.720,    7.752,]    #combo: 1114 #block: 1999 ratio:0.557
[   -6.819,   -0.501,    8.205,   40.033,   -6.317,    8.292,   -6.501,    4.138,]    #combo: 1116 #block: 1999 ratio:0.558
[   -6.819,   -0.093,    2.466,   40.033,   -4.091,    6.446,   -6.091,    0.527,]    #combo:  382 #block:  778 ratio:0.491
[   -9.024,   -0.463,    5.545,   46.280,   -1.478,    9.112,   -9.252,    1.943,]    #combo: 1133 #block: 1999 ratio:0.567
[   -6.622,   -4.074,    2.552,   42.866,   -9.636,    8.292,   -5.588,    3.786,]    #combo:   39 #block:  109 ratio:0.358
[   -6.819,   -0.228,    3.437,   40.033,   -0.858,    4.043,   -6.501,    7.807,]    #combo: 1089 #block: 1972 ratio:0.552
[   -9.024,   -0.463,    5.545,   40.980,   -1.892,    7.150,   -9.252,    1.943,]    #combo:  519 #block:  974 ratio:0.533
[   -7.232,   -0.344,    2.466,   40.033,  -10.701,    4.043,   -5.882,    7.838,]    #combo: 1078 #block: 1999 ratio:0.539
[   -6.942,   -0.523,    0.610,   30.352,   -0.785,    6.446,   -2.317,    2.862,]    #combo: 1126 #block: 1999 ratio:0.563
[   -6.489,   -0.463,    8.205,   40.033,   -3.577,    8.292,   -6.064,    4.138,]    #combo:  683 #block: 1300 ratio:0.525
[   -9.035,   -0.523,    2.344,   34.793,   -3.577,    6.446,   -3.720,    3.491,]    #combo:  478 #block:  964 ratio:0.496
