[   -9.710,   -0.501,    8.321,   45.866,  -10.069,    7.457,   -6.501,    2.321,]    #combo:  169 #block:  356 ratio:0.475
[   -9.035,   -0.561,    5.545,   66.700,   -1.478,    5.331,   -6.491,    4.646,]    #combo:  371 #block:  672 ratio:0.552
[   -6.819,   -0.096,    8.205,   40.033,   -0.858,    7.150,   -6.506,    4.646,]    #combo: 1215 #block: 1999 ratio:0.608
[   -6.819,   -0.469,    3.251,   40.033,   -1.530,    6.610,   -6.506,    7.686,]    #combo:  595 #block: 1153 ratio:0.516
[   -7.276,   -0.096,    3.437,   41.601,   -0.660,    4.134,   -6.129,    4.347,]    #combo:  410 #block:  822 ratio:0.499
[   -9.710,   -0.096,    8.205,   46.280,   -4.657,    4.134,   -6.091,    0.568,]    #combo: 1059 #block: 1999 ratio:0.530
[   -6.609,   -3.911,    5.152,   40.033,   -0.971,    6.446,   -2.317,    2.776,]    #combo:   42 #block:  140 ratio:0.300
[   -6.489,   -0.463,    8.205,   40.033,   -3.577,    8.292,   -6.064,    4.138,]    #combo:  262 #block:  518 ratio:0.506
[   -6.819,   -0.096,    3.437,   40.033,   -1.174,    7.150,   -6.506,    8.148,]    #combo: 1066 #block: 1999 ratio:0.533
[   -6.425,   -0.561,    5.545,   66.700,   -1.478,    8.659,   -3.720,    3.491,]    #combo:  864 #block: 1640 ratio:0.527
[   -9.710,   -0.096,    2.466,   39.983,  -10.069,    7.150,   -6.091,    0.568,]    #combo: 1104 #block: 1999 ratio:0.552
[   -6.609,   -0.249,    8.205,   40.033,   -1.478,    8.659,   -6.501,    4.138,]    #combo:  430 #block:  815 ratio:0.528
[   -6.819,   -0.228,    3.437,   40.033,   -0.858,    4.043,   -6.501,    7.807,]    #combo:  269 #block:  580 ratio:0.464
[   -6.425,   -0.249,    5.545,   66.700,   -1.478,    8.659,   -3.720,    4.646,]    #combo: 1228 #block: 1999 ratio:0.614
[   -6.819,   -0.501,    0.113,   40.033,   -6.317,    8.635,   -6.501,    4.138,]    #combo:  204 #block:  397 ratio:0.514
[   -6.819,   -0.523,    2.344,   61.419,   -1.174,    6.446,   -6.600,    8.148,]    #combo: 1138 #block: 1999 ratio:0.569
[   -6.226,   -0.096,    5.545,   32.123,   -1.478,    6.427,   -6.091,    6.263,]    #combo: 1135 #block: 1999 ratio:0.568
[   -9.024,   -0.463,    5.545,   46.280,   -1.478,    9.112,   -9.252,    1.943,]    #combo: 1116 #block: 1955 ratio:0.571
[   -6.819,   -0.501,    8.205,   41.136,   -6.317,    4.134,   -6.501,    4.138,]    #combo:  148 #block:  285 ratio:0.519
[   -9.024,   -6.747,    5.545,   46.280,   -1.478,    6.446,   -6.091,    1.943,]    #combo:  100 #block:  232 ratio:0.431
[   -6.942,   -0.523,    0.610,   30.352,   -0.785,    6.446,   -2.317,    2.862,]    #combo:   68 #block:  180 ratio:0.378
[   -9.024,   -0.096,    5.545,   30.793,   -1.478,    6.446,   -9.252,    0.568,]    #combo:  678 #block: 1227 ratio:0.553
[   -6.425,   -1.231,    5.545,   40.225,   -3.229,    8.659,   -9.427,    2.285,]    #combo:  276 #block:  523 ratio:0.528
[   -6.353,   -0.523,    2.344,   39.707,   -0.785,    6.446,   -1.606,    2.862,]    #combo:  240 #block:  478 ratio:0.502
[   -9.710,   -0.023,    8.205,   40.033,   -3.577,    4.134,   -6.064,    4.138,]    #combo:  658 #block: 1260 ratio:0.522
[   -6.609,   -0.228,    8.205,   40.033,   -1.478,    8.659,   -6.501,    7.333,]    #combo:  417 #block:  783 ratio:0.533
[   -6.819,   -0.501,    8.205,   40.033,   -6.317,    8.292,   -6.501,    4.138,]    #combo: 1143 #block: 1999 ratio:0.572
[   -9.710,   -0.595,    8.025,   46.280,  -10.069,    7.150,   -6.501,    2.321,]    #combo: 1183 #block: 1999 ratio:0.592
[   -6.353,   -0.228,    3.437,   39.707,   -0.785,    4.043,   -6.501,    2.862,]    #combo:  834 #block: 1518 ratio:0.549
[   -6.819,   -0.228,    8.205,   40.033,   -4.657,    4.134,   -6.501,    5.012,]    #combo: 1071 #block: 1999 ratio:0.536
[   -6.530,   -0.096,    8.205,   39.983,  -11.513,    5.331,   -6.091,    4.443,]    #combo:  478 #block:  913 ratio:0.524
[   -9.710,   -0.096,    2.466,   46.280,  -10.069,    7.150,   -6.091,    0.568,]    #combo:  814 #block: 1611 ratio:0.505
[   -8.745,   -0.523,    0.610,   49.702,   -1.478,    6.446,   -3.405,    2.679,]    #combo: 1112 #block: 1999 ratio:0.556
[   -7.023,   -0.096,    8.678,   46.280,   -4.657,    8.292,   -5.987,    0.568,]    #combo: 1069 #block: 1999 ratio:0.535
[   -5.423,   -0.501,    0.113,   40.033,   -4.657,    8.635,   -6.501,    4.138,]    #combo:  308 #block:  650 ratio:0.474
[   -9.710,   -0.501,    8.032,   40.033,   -6.317,    7.150,   -6.501,    4.138,]    #combo:  278 #block:  576 ratio:0.483
[   -6.819,   -0.228,    3.437,   40.033,   -0.858,    7.341,   -6.547,    4.641,]    #combo:  362 #block:  695 ratio:0.521
[   -6.819,   -0.228,    3.437,   40.033,   -0.858,    4.134,   -6.501,    7.807,]    #combo:  408 #block:  800 ratio:0.510
