[   -5.377,   -0.096,    9.737,   64.438,   -4.091,    4.283,   -6.809,    4.138,]    #combo: 1089 #block: 1999 ratio:0.545
[   -9.035,   -0.141,    8.285,   65.426,   -4.091,    4.283,   -6.809,    4.138,]    #combo: 1063 #block: 1999 ratio:0.532
[   -1.576,   -0.104,    3.875,   66.716,   -4.091,    6.328,   -1.771,    7.807,]    #combo:  159 #block:  371 ratio:0.429
[   -6.420,   -0.093,    8.205,   67.260,   -4.091,    4.043,   -6.361,    7.838,]    #combo: 1067 #block: 1999 ratio:0.534
[   -6.771,   -0.096,    0.585,   32.400,   -2.185,    6.130,   -6.153,    2.862,]    #combo:  983 #block: 1830 ratio:0.537
[   -7.154,   -0.096,    3.761,   46.280,   -4.216,    8.292,   -6.506,    7.807,]    #combo: 1139 #block: 1999 ratio:0.570
[   -7.685,   -0.297,    4.745,   48.072,  -10.069,    5.564,   -6.491,    4.646,]    #combo: 1085 #block: 1999 ratio:0.543
[   -4.645,   -0.096,    8.392,   65.426,   -0.858,    4.283,   -1.484,    4.138,]    #combo:  583 #block: 1040 ratio:0.561
[   -6.771,   -0.096,    0.585,   32.400,   -2.185,    6.130,   -6.153,    6.558,]    #combo:  379 #block:  679 ratio:0.558
[   -7.154,   -0.096,    5.545,   66.195,   -0.858,    8.987,   -2.479,    7.735,]    #combo:  962 #block: 1732 ratio:0.555
[   -6.819,   -0.209,    3.875,   67.055,   -4.091,    6.130,   -1.771,    3.814,]    #combo:   68 #block:  140 ratio:0.486
[   -8.658,   -0.096,    9.484,   32.400,   -3.394,    4.283,   -5.491,    2.862,]    #combo:  994 #block: 1910 ratio:0.520
[   -7.154,   -0.141,    3.761,   46.280,   -9.947,    4.085,   -2.327,    7.807,]    #combo: 1161 #block: 1999 ratio:0.581
[   -9.035,   -0.297,    0.405,   55.727,   -0.858,    1.857,   -8.984,    4.646,]    #combo: 1001 #block: 1894 ratio:0.529
[   -9.232,   -0.501,    5.545,   66.195,   -0.858,    8.987,   -9.252,    7.355,]    #combo: 1098 #block: 1999 ratio:0.549
[   -5.377,   -0.096,    9.737,   65.426,   -3.026,    4.283,   -1.484,    4.138,]    #combo:  690 #block: 1329 ratio:0.519
[   -9.232,   -0.437,    5.545,   66.195,   -0.691,    4.014,   -2.479,    7.355,]    #combo:  336 #block:  637 ratio:0.527
[   -1.576,   -5.493,    4.991,   61.247,   -4.091,    6.328,   -1.464,    6.315,]    #combo:  110 #block:  235 ratio:0.468
[   -5.377,   -0.185,    9.737,   65.426,   -4.091,    4.283,   -1.947,    4.138,]    #combo:  623 #block: 1200 ratio:0.519
[   -6.771,   -0.158,    0.585,   46.280,  -10.317,    4.283,   -6.153,    0.972,]    #combo: 1111 #block: 1999 ratio:0.556
[   -7.685,   -0.297,    0.405,   55.727,   -0.858,    5.564,   -8.984,    4.646,]    #combo: 1002 #block: 1999 ratio:0.501
[   -9.790,   -7.191,    0.585,   40.033,   -3.552,    4.043,   -6.506,    3.189,]    #combo:   13 #block:   64 ratio:0.203
[   -4.645,   -0.096,    2.024,   65.426,   -2.858,    7.468,   -1.484,    4.138,]    #combo: 1091 #block: 1999 ratio:0.546
[   -1.576,   -0.104,    3.875,   66.716,   -4.091,    6.328,   -1.464,    7.807,]    #combo: 1051 #block: 1999 ratio:0.526
[   -6.819,   -0.209,    4.089,   40.033,   -4.091,    4.043,   -1.828,    4.937,]    #combo:    9 #block:   61 ratio:0.148
[   -7.154,   -0.141,    3.761,   46.280,   -9.947,    8.292,   -6.506,    6.341,]    #combo:  278 #block:  533 ratio:0.522
[   -9.035,   -0.297,    5.132,   55.727,  -10.069,    1.608,   -8.984,    1.416,]    #combo:  736 #block: 1392 ratio:0.529
[   -4.645,   -0.096,    8.205,   67.260,   -4.091,    4.043,   -1.234,    7.838,]    #combo: 1081 #block: 1999 ratio:0.541
[   -6.962,   -0.158,    8.445,   36.250,   -0.858,    4.283,   -2.561,    4.138,]    #combo:  532 #block: 1066 ratio:0.499
[   -9.035,   -0.096,    8.205,   65.426,   -4.091,    4.283,   -1.828,    4.287,]    #combo:  269 #block:  616 ratio:0.437
[   -4.645,   -4.973,    8.392,   65.426,   -0.858,    4.394,   -1.484,    7.838,]    #combo:  166 #block:  366 ratio:0.454
[   -6.819,   -8.826,    3.336,   38.815,   -3.394,    4.297,   -9.211,    2.862,]    #combo:   60 #block:  169 ratio:0.355
[   -1.576,   -0.297,    4.991,   48.072,   -4.091,    3.873,   -1.464,    6.315,]    #combo:  168 #block:  354 ratio:0.475
[   -6.771,   -0.319,    0.585,   46.280,  -10.317,    4.043,   -6.153,    0.972,]    #combo:  974 #block: 1830 ratio:0.532
[   -6.962,   -0.096,    0.585,   31.644,   -0.691,    4.043,   -2.561,    6.558,]    #combo: 1093 #block: 1999 ratio:0.547
[   -7.154,   -0.096,    3.761,   40.033,   -0.691,    4.014,   -2.479,    7.807,]    #combo: 1135 #block: 1999 ratio:0.568
[   -9.035,   -0.035,    2.024,   40.033,   -2.858,    8.292,   -2.479,    1.943,]    #combo:  553 #block: 1081 ratio:0.512
[   -6.819,   -0.096,    9.737,   32.400,   -3.394,    6.130,   -5.491,    2.862,]    #combo:  807 #block: 1498 ratio:0.539
[   -6.800,   -0.141,    8.285,   65.213,   -9.947,    4.085,   -2.327,    6.341,]    #combo:  694 #block: 1392 ratio:0.499
[   -9.035,   -0.035,    3.761,   40.033,   -0.691,    8.292,   -2.479,    1.943,]    #combo: 1102 #block: 1999 ratio:0.551
[   -6.771,   -0.096,    3.761,   40.033,   -4.091,    4.043,   -1.828,    7.807,]    #combo: 1081 #block: 1999 ratio:0.541
[   -6.819,   -0.546,    3.376,   67.055,   -4.263,    6.130,   -1.562,    7.807,]    #combo:  125 #block:  284 ratio:0.440
[   -6.819,   -0.096,    0.585,   46.280,   -3.552,    4.043,   -6.501,    3.189,]    #combo: 1077 #block: 1999 ratio:0.539
[   -6.771,   -0.096,    0.585,   32.400,   -2.185,    4.043,   -6.204,    6.558,]    #combo: 1149 #block: 1999 ratio:0.575
[   -6.771,   -0.158,    0.585,   36.250,   -0.858,    4.043,   -2.561,    4.138,]    #combo:   64 #block:  183 ratio:0.350
[   -6.819,   -0.228,    3.437,   40.033,   -4.091,    4.043,   -6.501,    7.807,]    #combo:  996 #block: 1934 ratio:0.515
[   -8.624,   -0.463,    2.219,   40.033,   -0.691,    7.707,   -2.856,    4.272,]    #combo: 1124 #block: 1999 ratio:0.562
[   -6.771,   -0.228,    3.761,   40.033,   -4.091,    4.043,   -6.506,    7.807,]    #combo:  501 #block:  922 ratio:0.543
